word,count
exercices,104
français,103
plus,101
bonjour,98
découvrez,86
merci,78
cette,71
fait,64
france,63
ça,61
bien,60
tous,56
french,53
encore,51
faire,49
monde,49
être,48
tout,47
aujourd,44
si,44
deux,44
the,44
ans,43
hui,42
prononciation,40
comme,39
très,37
mot,35
oui,35
quand,34
entre,34
nouvelle,34
peut,34
comment,33
vidéo,33
mots,33
vie,32
contre,32
sans,31
via,31
après,31
to,31
non,31
française,30
live,30
niveau,29
prononcer,28
ah,28
youtube,28
nouveau,27
histoire,27
prononce,27
fin,26
partenariat,26
cet,26
faut,26
in,24
trop,24
macron,24
quel,24
émission,23
alors,23
avoir,23
pays,23
gt,22
aussi,22
jamais,22
toutes,22
dire,22
lettre,22
covid,22
and,22
où,21
va,21
jour,21
avant,20
présidentielle,20
toujours,20
film,20
langue,20
expression,20
veux,20
bonne,20
politique,20
mois,19
of,19
année,19
autres,19
débutant,19
enfants,19
connaissez,19
quoi,19
bon,19
dit,19
fois,19
learn,18
that,18
différence,18
journée,17
faites,17
soir,17
merki,17
femmes,17
beaucoup,17
temps,17
président,17
ur,17
ici,17
quelle,17
devez,17
semaine,16
mort,16
ducobu,16
savoir,16
moment,16
jean,16
première,16
you,16
moins,15
paris,15
coup,15
article,15
selon,15
réponse,15
là,15
vocabulaire,15
sous,15
leurs,15
liaison,15
autour,15
emmanuel,15
campagne,15
cas,15
premier,15
toute,14
autre,14
grand,14
court,14
cours,14
peu,14
parle,14
europe,14
face,14
voir,14
depuis,14
liberté,14
améliorer,14
passe,14
rien,14
internationales,13
donne,13
janvier,13
métrage,13
déjà,13
cinéma,13
apprendre,13
dessus,13
place,13
commentaires,13
voici,13
préféré,13
jusqu,13
chose,13
relations,13
reste,13
chaque,13
jours,13
devant,13
parler,13
petit,12
is,12
islamique,12
besoin,12
nationale,12
chez,12
entraîner,12
février,12
nom,12
question,12
expressions,12
apprenez,12
réponses,12
sens,12
programme,12
compréhension,12
heure,12
quelques,12
lundi,12
how,11
podcast,11
extrait,11
vu,11
retrouver,11
partir,11
droite,11
raison,11
mardi,11
dimanche,11
importe,11
ll,11
menu,11
pouvez,11
signification,11
mettre,11
juste,11
belle,11
jeunes,11
ceux,11
personnes,11
européen,11
